StatID,Scope,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Updated,GameID,OpponentID,Opponent,OpponentStatID,Day,DateTime,HomeOrAway,IsGameOver,Games,Started,LineupConfirmed,LineupStatus,FantasyPoints,FanDuelSalary,DraftKingsSalary,YahooSalary,FantasyDataSalary,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,ThreePointersMade,ThreePointersAttempted,FreeThrowsMade,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,PlusMinus,BlocksAgainst,DoubleDoubles,TripleDoubles,PlayerEfficiencyRating,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,Possessions,Wins,Losses,InjuryStatus,InjuryBodyPart,InjuryNotes,InjuryStartDate,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,FanDuelPosition,DraftKingsPosition,YahooPosition,DivisionWins,DivisionLosses,ConferenceWins,ConferenceLosses,OpponentRank,OpponentPositionRank,OpponentPosition,FantasyDraftSalary,FantasyDraftPosition,FantasyPointsFantasyDraft,,Closed,
507161,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,40:21.5,11819,13,IND,NULL,1/19/18,30:00.0,HOME,1,1,1,NULL,NULL,25.8,6600,6600,24,6600,20,21,7,12,0,0,0,2,1,3,2,1,1,0,3,-9,2,0,0,27.49,6.2,13.35,10.36,17.16,2.48,3.27,0,30.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.8,26,27.8,C,PF/C,PF,NULL,NULL,NULL,NULL,16,24,NULL,12100,PF,26,,1,
508360,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,40:21.5,11831,6,NY,NULL,1/21/18,30:00.0,HOME,1,1,1,NULL,NULL,48.9,6600,6600,24,6600,36,33,11,17,0,1,5,6,4,8,5,1,0,2,4,18,2,1,0,34.17,13.82,30.9,21.88,17.96,1.41,0,9.24,26.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.9,52,49.9,C,PF/C,PF,NULL,NULL,NULL,NULL,17,3,NULL,12100,PF,52,,1,
509751,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,40:21.5,11847,9,BOS,NULL,1/23/18,30:00.0,HOME,1,1,1,NULL,NULL,32.3,6600,6600,23,6600,26,12,6,12,0,0,2,3,5,9,1,1,0,2,3,-3,2,1,0,23.33,18.69,37.47,27.57,6.31,1.86,0,13.05,24.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.3,35.5,33.3,C,PF/C,PF,NULL,NULL,NULL,NULL,2,7,NULL,12100,PF,35.5,,1,
511734,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,40:21.5,11865,11,CHI,NULL,1/26/18,00:00.0,AWAY,1,1,1,NULL,NULL,26.7,6700,7100,23,7100,27,31,5,9,0,1,4,5,2,4,3,1,0,1,3,8,1,0,0,22.88,7.42,12.92,10.36,16.21,1.77,0,8.19,18.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.7,27.5,27.7,C,PF/C,PF,NULL,NULL,NULL,NULL,28,18,NULL,12400,PF,27.5,,1,
513105,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,40:21.5,11883,10,TOR,NULL,1/28/18,00:00.0,AWAY,1,1,1,NULL,NULL,35.5,6700,6000,25,6000,24,42,5,11,0,0,7,8,4,6,5,0,0,1,3,-12,2,1,0,33,13.81,26.02,19.22,31.42,0,0,6.44,24.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.5,38,35.5,C,PF/C,PF,NULL,NULL,NULL,NULL,10,11,NULL,11800,PF,38,,1,
515072,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,40:21.5,11901,5,ORL,NULL,1/31/18,00:00.0,AWAY,1,1,1,NULL,NULL,29.3,6600,6600,26,6600,26,43,7,9,0,0,6,7,3,6,1,0,0,3,3,-21,0,0,0,30.36,12.83,29.94,20.73,6.79,0,0,19.89,24.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.3,31.25,29.3,C,PF/C,PF,NULL,NULL,NULL,NULL,29,23,NULL,NULL,NULL,31.25,,1,
516426,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,40:21.5,11915,8,BKN,NULL,2/2/18,30:00.0,AWAY,1,1,1,NULL,NULL,31.4,6600,6700,26,6700,32,6,9,16,0,0,1,2,4,8,2,0,0,5,1,0,3,1,0,18.15,11.72,27.82,19.08,11.7,0,0,22.85,28.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.4,36,31.4,C,PF/C,PF,NULL,NULL,NULL,NULL,23,28,NULL,12500,PF,36,,1,
517983,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,40:21.5,11935,18,OKC,NULL,2/4/18,00:00.0,AWAY,1,1,1,NULL,NULL,32.2,5900,6500,26,6500,33,16,7,15,1,2,4,8,1,5,4,1,1,4,3,7,3,0,0,15.75,3.51,16.03,10.06,18.09,1.41,2.25,17.76,28.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34.2,35,34.2,C,PF/C,PF,NULL,NULL,NULL,NULL,4,10,NULL,12100,PF,35,,1,
519277,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,40:21.5,11951,29,PHO,NULL,2/6/18,30:00.0,HOME,1,1,1,NULL,NULL,37.1,7600,6800,26,6800,27,24,9,13,0,0,3,5,1,7,5,0,1,3,1,12,0,0,0,32.57,3.98,20.43,13.47,37.7,0,2.69,16.48,29.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38.1,39,38.1,C,PF/C,PF,NULL,NULL,NULL,NULL,30,28,NULL,12300,PF,39,,1,
520580,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,40:21.5,11963,18,OKC,NULL,2/8/18,30:00.0,HOME,1,1,1,NULL,NULL,27.2,7300,6600,28,6600,28,26,8,16,0,1,1,1,3,3,2,0,1,2,1,10,1,0,0,19.9,11,9.2,10.02,11.84,0,3.01,10.84,28.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.2,28.5,28.2,C,PF/C,PF,NULL,NULL,NULL,NULL,6,12,NULL,13000,PF,28.5,,1,
521435,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,40:21.5,11977,25,DAL,NULL,2/10/18,30:00.0,AWAY,1,1,1,NULL,NULL,41.1,7200,7000,30,7000,37,2,10,14,0,0,6,8,2,6,7,0,0,5,6,-8,2,0,0,26.46,6.64,20.46,13.46,27.46,0,0,22.2,26.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41.1,44,41.1,C,PF/C,PF,NULL,NULL,NULL,NULL,15,18,NULL,13400,PF,44,,1,
523204,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:25.9,12006,23,NO,NULL,2/14/18,00:00.0,AWAY,1,1,1,NULL,NULL,28.5,7000,7400,31,7400,31,25,9,13,0,0,2,2,1,4,3,0,1,4,3,-24,1,0,0,21.77,3.55,14.55,8.98,14.21,0,2.28,22.37,23.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.5,30.75,29.5,C,PF/C,PF,NULL,NULL,NULL,NULL,29,22,NULL,14200,PF,30.75,,1,
523685,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,59:49.0,12013,16,MIN,NULL,2/15/18,00:00.0,AWAY,1,1,1,NULL,NULL,39.8,7500,6700,31,6700,31,28,8,15,0,1,7,9,2,7,2,2,1,3,6,-17,2,0,0,26.49,6.63,23.21,14.92,9.9,2.98,2.31,13.66,28.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42.8,41.75,42.8,C,PF/C,PF,NULL,NULL,NULL,NULL,10,6,NULL,12500,PF,41.75,,1,
526820,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:18.5,12031,25,DAL,NULL,2/23/18,30:00.0,HOME,1,1,1,NULL,NULL,45.6,7300,7300,28,7300,30,22,9,14,0,0,0,1,3,10,10,0,0,3,2,27,4,1,1,32.02,12.15,30.39,22.58,46.8,0,0,17.2,23.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.6,50.75,45.6,C,PF/C,PF,NULL,NULL,NULL,NULL,15,17,NULL,13700,PF,50.75,,1,
527489,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:21.9,12039,30,SAC,NULL,2/24/18,00:00.0,AWAY,1,1,1,NULL,NULL,38.6,7300,7400,30,7400,37,36,6,12,0,0,0,5,5,8,6,2,1,4,5,20,2,1,0,14.54,14.84,20.84,18.03,22.97,2.73,1.85,21.97,21.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41.6,42.75,41.6,C,PF/C,PF,NULL,NULL,NULL,NULL,21,26,NULL,13900,PF,42.75,,1,
528605,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:19.8,12045,3,ATL,NULL,2/26/18,30:00.0,AWAY,1,1,1,NULL,NULL,35,7700,7800,29,7800,29,37,8,13,0,0,3,3,4,6,2,1,1,3,2,15,1,1,0,28.47,15.07,17.06,16.2,9.52,1.46,2.7,17.32,23.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,38.5,37,C,PF/C,PF,NULL,NULL,NULL,NULL,23,27,NULL,14400,PF,38.5,,1,
530493,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:16.3,12070,4,MIA,NULL,3/1/18,30:00.0,AWAY,1,1,1,NULL,NULL,37.2,7700,7500,31,7500,33,56,8,13,0,1,9,9,1,5,2,1,1,2,2,15,2,0,0,30.82,4.42,16.07,11.16,7.92,1.47,2.21,10.54,25.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.2,38.5,39.2,C,PF/C,PF,NULL,NULL,NULL,NULL,4,4,NULL,13200,PF,38.5,,1,
532035,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:17.6,12088,24,SA,NULL,3/3/18,00:00.0,AWAY,1,1,1,NULL,NULL,39.7,7500,7300,31,7300,33,16,8,15,0,0,9,11,2,4,3,1,1,1,4,5,2,0,0,30.24,6.01,12.02,9.01,15.21,1.34,2.12,4.79,25.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41.7,40.5,41.7,C,PF/C,PF,NULL,NULL,NULL,NULL,1,1,NULL,13700,PF,40.5,,1,
533396,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,19:59.3,12104,19,POR,NULL,3/5/18,30:00.0,HOME,1,1,1,NULL,NULL,35.8,7500,7500,31,7500,33,35,7,14,0,0,7,8,0,9,2,2,0,3,4,7,1,0,0,21.26,0,27.36,13.26,11.91,2.77,0,14.61,26.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.8,37.75,37.8,PF,PF/C,PF,NULL,NULL,NULL,NULL,9,13,NULL,13700,PF,37.75,,0,
535070,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:22.7,12119,5,ORL,NULL,3/7/18,30:00.0,HOME,1,1,1,NULL,NULL,27.7,8600,7800,33,7800,30,9,6,11,0,0,0,1,2,9,3,0,0,2,3,3,2,1,0,15.08,7.58,35.82,21.35,14.27,0,0,14.88,19.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.7,30.75,27.7,PF,PF/C,PF,NULL,NULL,NULL,NULL,28,18,NULL,14900,PF,30.75,,0,
536411,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:14.7,12131,20,DEN,NULL,3/9/18,00:00.0,AWAY,1,1,1,NULL,NULL,29.2,8100,7800,33,7800,28,35,6,12,0,0,6,9,1,5,4,1,0,4,4,-6,2,0,0,18.26,4.09,21.52,12.59,19.23,1.69,0,20.04,29.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30.2,31.5,30.2,PF,PF/C,PF,NULL,NULL,NULL,NULL,19,20,NULL,14100,PF,31.5,,0,
537749,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,19:04.0,12148,12,CLE,NULL,3/11/18,00:00.0,HOME,1,1,1,NULL,NULL,65.3,8100,7300,31,7300,38,0,14,18,0,0,8,10,6,8,7,1,2,4,3,19,1,1,0,48.47,17.23,22.97,20.1,29.18,1.25,4.43,15.15,28.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68.3,69.5,68.3,PF,PF/C,PF,NULL,NULL,NULL,NULL,24,22,NULL,13500,PF,69.5,,1,
539139,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,18:48.7,12163,20,DEN,NULL,3/13/18,30:00.0,HOME,1,1,1,NULL,NULL,40.6,8100,8000,31,8000,39,6,11,17,0,0,4,7,7,6,2,0,0,4,4,13,2,1,0,25.18,16.84,16.36,16.62,9.26,0,0,16.61,25.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40.6,44.75,40.6,PF,PF/C,PF,NULL,NULL,NULL,NULL,19,18,NULL,14500,PF,44.75,,1,
539577,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,18:59.6,12167,26,GS,NULL,3/14/18,30:00.0,AWAY,1,1,1,NULL,NULL,35,7400,8100,31,8100,33,34,8,10,0,1,6,9,2,8,2,0,0,2,6,-9,0,1,0,26.34,6.21,29.33,16.82,10.76,0,0,12.53,20.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,38,35,PF,PF/C,PF,NULL,NULL,NULL,NULL,16,19,NULL,15000,PF,38,,1,
541004,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,19:48.2,12182,4,MIA,NULL,3/16/18,30:00.0,HOME,1,1,1,NULL,NULL,43.4,7400,8200,33,8200,38,14,9,17,0,0,7,9,1,11,2,1,0,1,4,6,0,1,0,24.97,3.33,25.83,16.54,12.32,1.31,0,4.55,26.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44.4,46,44.4,PF,PF/C,PF,NULL,NULL,NULL,NULL,4,5,NULL,15100,PF,46,,1,
542945,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:31.9,12199,13,IND,NULL,3/19/18,00:00.0,AWAY,1,1,1,NULL,NULL,37.3,7400,8300,35,8300,34,27,9,19,0,0,3,5,6,3,3,1,0,1,4,-12,0,0,0,23.11,17.06,9.95,13.78,16.41,1.51,0,4.5,28.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38.3,38.25,38.3,PF,PF/C,PF,NULL,NULL,NULL,NULL,13,13,NULL,15400,PF,38.25,,1,
545035,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:27.6,12222,23,NO,NULL,3/22/18,00:00.0,AWAY,1,1,1,NULL,NULL,38,7500,8000,35,8000,35,14,9,16,0,0,5,8,3,7,2,0,1,2,4,7,0,1,0,23.42,9.96,23.25,16.61,8.86,0,1.91,9.29,25.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,41,39,PF,PF/C,PF,NULL,NULL,NULL,NULL,24,18,NULL,13400,PF,41,,1,
546669,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:29.5,12240,21,MEM,NULL,3/24/18,00:00.0,AWAY,1,1,1,NULL,NULL,31.7,7900,8300,35,8300,38,26,7,15,0,0,6,8,3,8,1,0,0,3,5,-8,0,1,0,14.33,8.71,22.7,15.79,4.75,0,0,13.94,24.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.7,35.25,31.7,PF,PF/C,PF,NULL,NULL,NULL,NULL,9,12,NULL,15900,PF,35.25,,1,
547935,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:22.0,12251,14,DET,NULL,3/26/18,00:00.0,AWAY,1,1,1,NULL,NULL,34.7,7900,7900,34,7900,32,17,7,13,0,0,9,10,1,10,1,1,0,5,5,-7,0,1,0,21.28,3.23,29.15,16.86,5.02,1.48,0,22.32,31.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.7,39.25,35.7,PF,PF/C,PF,NULL,NULL,NULL,NULL,15,22,NULL,14800,PF,39.25,,1,
549409,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:29.2,12271,25,DAL,NULL,3/28/18,30:00.0,HOME,1,1,1,NULL,NULL,34,8500,8100,34,8100,33,17,7,10,0,0,6,9,3,7,2,1,0,3,2,0,0,1,0,25.6,10.55,21.03,16.2,11.13,1.5,0,17.68,23.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,37.5,35,PF,PF/C,PF,NULL,NULL,NULL,NULL,17,17,NULL,15400,PF,37.5,,1,
550758,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:24.3,12284,15,MIL,NULL,3/30/18,30:00.0,HOME,1,1,1,NULL,NULL,34.5,8400,8600,34,8600,40,15,5,13,1,1,7,8,4,6,3,1,1,4,3,-19,0,1,0,16.16,11.45,16.12,13.86,9.53,1.22,2.02,19.49,21.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.5,39,36.5,PF,PF/C,PF,NULL,NULL,NULL,NULL,10,8,NULL,15900,PF,39,,1,
552379,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:27.3,12303,30,SAC,NULL,4/1/18,30:00.0,HOME,1,1,1,NULL,NULL,26,8500,8300,34,8300,24,16,5,8,0,0,9,14,0,5,0,0,1,1,4,-4,0,0,0,25.68,0,19.78,10.52,0,0,2.9,6.59,29.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,26.75,27,PF,PF/C,PF,NULL,NULL,NULL,NULL,18,23,NULL,15200,PF,26.75,,1,
553655,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:27.8,12314,17,UTA,NULL,4/3/18,00:00.0,AWAY,1,1,1,NULL,NULL,34.9,8200,8100,34,8100,35,52,3,9,0,0,6,10,2,10,9,0,0,5,4,-16,0,1,0,11.78,6.69,29.09,18.67,37.65,0,0,27.17,23.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34.9,39.5,34.9,PF,PF/C,PF,NULL,NULL,NULL,NULL,1,2,NULL,15400,PF,39.5,,1,
554098,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:32.6,12322,24,SA,NULL,4/4/18,30:00.0,HOME,1,1,1,NULL,NULL,22.3,8100,7500,34,7500,22,56,6,14,0,0,0,0,1,3,5,0,0,2,3,-10,0,0,0,13.05,6.6,12.6,10.27,34.87,0,0,12.5,34.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.3,23.5,22.3,PF,PF/C,PF,NULL,NULL,NULL,NULL,2,1,NULL,13700,PF,23.5,,1,
555031,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:31.8,12338,16,MIN,NULL,4/6/18,30:00.0,HOME,1,1,1,NULL,NULL,30,7900,7800,32,7800,32,35,5,11,0,0,10,10,1,9,2,0,0,5,3,-14,0,1,0,17.88,3.42,22.85,14.58,12.46,0,0,24.5,26.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,34.5,30,PF,PF/C,PF,NULL,NULL,NULL,NULL,13,5,NULL,14100,PF,34.5,,1,
555713,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:18.5,12348,17,UTA,NULL,4/8/18,00:00.0,HOME,1,1,1,NULL,NULL,29.4,8000,7600,29,7600,24,41,6,12,0,0,5,5,3,4,4,0,0,2,2,-13,0,0,0,27.85,11.66,19.94,15.29,30.7,0,0,12.34,27.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.4,30.75,29.4,PF,PF/C,PF,NULL,NULL,NULL,NULL,1,2,NULL,13700,PF,30.75,,1,
556643,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:25.1,12366,22,HOU,NULL,4/10/18,30:00.0,HOME,1,1,1,NULL,NULL,29.1,7800,7800,29,7800,17,51,7,12,0,1,3,3,5,3,1,2,0,3,2,-3,0,0,0,41.03,26.89,17.53,22.4,14.02,5.22,0,18.38,38.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.1,31,31.1,PF,PF/C,PF,NULL,NULL,NULL,NULL,7,8,NULL,14000,PF,31,,1,
557256,PlayerGame,27,20000710,1,2018,Julius Randle,LAL,PF,15:24.1,12376,28,LAC,NULL,4/11/18,30:00.0,AWAY,1,1,1,NULL,NULL,13.5,7500,7900,29,7900,16,39,2,3,0,1,2,2,0,5,3,0,0,3,4,8,0,0,0,10.42,0,30.66,16.01,23.86,0,0,43.6,17.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.5,15.25,13.5,PF,PF/C,PF,NULL,NULL,NULL,NULL,25,24,NULL,14600,PF,15.25,,1,
576124,PlayerGame,23,20000710,1,2019,Julius Randle,NO,PF,15:14.3,12489,22,HOU,NULL,10/17/18,00:00.0,AWAY,1,1,0,NULL,NULL,39.1,7300,6800,29,6800,23,49,9,15,2,4,5,6,2,6,3,0,0,0,4,5,0,0,0,44.4,9.37,25.19,17.71,17.85,0,0,0,29.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39.1,40.5,39.1,C,PF/C,PF,NULL,NULL,NULL,NULL,6,8,NULL,12400,PF,40.5,,1,
577564,PlayerGame,23,20000710,1,2019,Julius Randle,NO,PF,15:10.7,12499,30,SAC,NULL,10/19/18,00:00.0,HOME,1,1,0,NULL,NULL,28.8,7800,7100,29,7100,24,25,6,12,1,2,0,4,0,14,0,0,0,1,4,14,0,1,0,13.72,0,56.16,30.24,0,0,0,6.77,23.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.8,32,28.8,C,PF/C,PF,NULL,NULL,NULL,NULL,16,13,NULL,13200,PF,32,,1,
579822,PlayerGame,23,20000710,1,2019,Julius Randle,NO,PF,15:11.3,12530,28,LAC,NULL,10/23/18,00:00.0,HOME,1,1,0,NULL,NULL,26,7800,6700,29,6700,21,52,5,9,1,2,7,7,2,3,0,2,0,2,6,-6,0,0,0,30.72,8.78,14.63,11.55,0,4.23,0,14.2,26.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,27.75,28,C,PF/C,PF,NULL,NULL,NULL,NULL,9,12,NULL,12400,PF,27.75,,1,
581318,PlayerGame,23,20000710,1,2019,Julius Randle,NO,PF,15:11.3,12550,8,BKN,NULL,10/26/18,00:00.0,HOME,1,1,0,NULL,NULL,30.9,6800,6300,29,6300,23,16,7,14,0,1,0,1,3,4,3,1,2,2,1,-12,0,0,0,25.55,11.67,17.55,14.44,20.93,2.01,7.11,12.16,28.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.9,32.25,33.9,C,PF/C,PF,NULL,NULL,NULL,NULL,5,21,NULL,12400,PF,32.25,,1,
581628,PlayerGame,23,20000710,1,2019,Julius Randle,NO,PF,15:11.6,12554,17,UTA,NULL,10/27/18,00:00.0,HOME,1,1,1,NULL,NULL,16.6,6900,5900,29,5900,18,32,5,11,0,3,2,2,1,2,0,1,1,3,4,-17,0,0,0,11.83,5.39,14.79,9.36,0,2.38,4.62,20.16,31.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.6,18.25,18.6,C,PF/C,PF,NULL,NULL,NULL,NULL,2,17,NULL,11300,PF,18.25,,1,
582764,PlayerGame,23,20000710,1,2019,Julius Randle,NO,PF,15:11.9,12575,20,DEN,NULL,10/29/18,00:00.0,AWAY,1,1,0,NULL,NULL,41.6,6300,6200,26,6200,26,30,8,13,0,0,8,11,1,7,6,1,1,5,4,-2,0,0,0,34.37,4.64,27.56,17.04,38.12,1.73,3.12,21.89,36.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43.6,44.5,43.6,C,PF/C,PF,NULL,NULL,NULL,NULL,4,1,NULL,12000,PF,44.5,,1,
583763,PlayerGame,23,20000710,1,2019,Julius Randle,NO,PF,15:12.5,12588,26,GS,NULL,10/31/18,30:00.0,AWAY,1,1,0,NULL,NULL,22,6600,6500,27,6500,22,52,3,6,0,0,5,6,3,7,2,0,0,4,3,-23,0,1,0,16.48,13.68,34.98,23.85,11.13,0,0,31.64,22.31,NULL,NULL,NULL,Probable,Foot,Randle is expected to be available against the Warriors on Wednesday despite plantar fasciitis in his left foot.,10/30/18,22,26,22,C,PF/C,PF,NULL,NULL,NULL,NULL,6,18,NULL,12200,PF,26,,1,
584211,PlayerGame,23,20000710,1,2019,Julius Randle,NO,PF,15:11.5,12596,19,POR,NULL,11/1/18,30:00.0,AWAY,1,1,0,NULL,NULL,39.7,7000,6400,27,6400,25,57,9,16,0,2,11,12,1,5,3,1,0,3,5,-13,0,0,0,39.19,3.55,24.33,12.33,23.76,1.77,0,12.35,36.72,NULL,NULL,NULL,Probable,Foot,Randle is expected to play Thursday against the Trail Blazers despite plantar fasciitis in his left foot.,11/1/18,40.7,41.5,40.7,C,PF/C,PF,NULL,NULL,NULL,NULL,17,15,NULL,12400,PF,41.5,,1,
585233,PlayerGame,23,20000710,1,2019,Julius Randle,NO,PF,15:10.8,12610,24,SA,NULL,11/3/18,30:00.0,AWAY,1,1,0,NULL,NULL,22.2,7100,6900,26,6900,26,12,3,9,0,2,4,12,2,4,2,1,1,2,2,-14,0,0,0,7.89,8.93,14.65,12.07,12.01,1.82,2.5,12.28,28.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.2,23.5,24.2,C,PF/C,PF,NULL,NULL,NULL,NULL,11,1,NULL,12700,PF,23.5,,1,
586113,PlayerGame,23,20000710,1,2019,Julius Randle,NO,PF,15:12.0,12624,18,OKC,NULL,11/5/18,00:00.0,AWAY,1,1,0,NULL,NULL,42.1,6300,6600,24,6600,28,14,10,10,2,2,4,4,1,7,1,1,2,1,3,2,0,0,0,47.94,3.95,27.67,15.81,7.08,1.61,5.15,7.83,18.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.1,44,45.1,C,PF/C,PF,NULL,NULL,NULL,NULL,8,2,NULL,12000,PF,44,,1,
587392,PlayerGame,23,20000710,1,2019,Julius Randle,NO,PF,15:12.0,12637,11,CHI,NULL,11/7/18,00:00.0,HOME,1,1,0,NULL,NULL,23.5,7200,6500,25,6500,23,32,5,8,1,2,1,2,1,4,5,0,0,2,2,4,0,0,0,22.08,4.07,15.99,10.09,32.06,0,0,18.38,19.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.5,25.25,23.5,C,PF/C,PF,NULL,NULL,NULL,NULL,27,24,NULL,12200,PF,25.25,,1,
589423,PlayerGame,23,20000710,1,2019,Julius Randle,NO,PF,15:13.7,12656,29,PHO,NULL,11/10/18,00:00.0,HOME,1,1,1,NULL,NULL,43.5,7100,6200,27,6200,37,32,9,19,1,4,3,4,7,8,3,0,2,5,1,25,0,1,0,22.41,20.81,21.31,21.08,12.58,0,5.11,19.4,28.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.5,48.75,45.5,C,PF/C,PF,NULL,NULL,NULL,NULL,26,11,NULL,12000,PF,48.75,,1,
590881,PlayerGame,23,20000710,1,2019,Julius Randle,NO,PF,15:15.7,12672,10,TOR,NULL,11/12/18,30:00.0,AWAY,1,1,1,NULL,NULL,35.4,7300,6600,31,6600,35,19,7,12,0,1,3,5,2,10,4,0,0,2,2,15,0,1,0,20.6,6.17,25.64,16.81,12.22,0,0,12.34,18.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.4,38.5,35.4,C,PF/C,PF,NULL,NULL,NULL,NULL,8,6,NULL,11900,PF,38.5,,1,
