StatID,Scope,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Updated,GameID,OpponentID,Opponent,OpponentStatID,Day,DateTime,HomeOrAway,IsGameOver,Games,Started,LineupConfirmed,LineupStatus,FantasyPoints,FanDuelSalary,DraftKingsSalary,YahooSalary,FantasyDataSalary,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,ThreePointersMade,ThreePointersAttempted,FreeThrowsMade,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,PlusMinus,BlocksAgainst,DoubleDoubles,TripleDoubles,PlayerEfficiencyRating,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,Possessions,Wins,Losses,InjuryStatus,InjuryBodyPart,InjuryNotes,InjuryStartDate,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,FanDuelPosition,DraftKingsPosition,YahooPosition,DivisionWins,DivisionLosses,ConferenceWins,ConferenceLosses,OpponentRank,OpponentPositionRank,OpponentPosition,FantasyDraftSalary,FantasyDraftPosition,FantasyPointsFantasyDraft,,Closed,
265620,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,09:50.0,8659,6,NY,NULL,3/13/16,30:00.0,HOME,1,1,1,NULL,NULL,15.1,6400,6500,25,6400,22,4,2,7,0,0,3,4,1,7,1,0,0,3,3,-7,1,0,0,2.71,4.35,38.06,19.33,7.33,0,0,25.51,24.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.1,17,15.1,PF,PF,PF,NULL,NULL,NULL,NULL,30,21,NULL,NULL,NULL,17,,1,
267055,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,35:54.2,9068,30,SAC,NULL,3/15/16,30:00.0,HOME,1,1,1,NULL,NULL,33.7,NULL,NULL,NULL,NULL,30,55,5,12,0,0,4,6,4,7,3,2,0,2,4,-15,2,1,0,19.32,13.5,24.69,18.97,15.93,2.97,0,12.01,21.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35.7,36.75,35.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.75,,1,
269616,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,11:30.6,9295,29,PHO,NULL,3/18/16,30:00.0,HOME,1,1,1,NULL,NULL,11.8,6200,6300,25,6200,25,37,1,9,0,0,0,0,0,9,0,0,0,1,1,-8,1,0,0,-6.49,0,30.66,15.76,0,0,0,10,17.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.8,12.75,11.8,PF,PF,PF,NULL,NULL,NULL,NULL,29,18,NULL,NULL,NULL,12.75,,1,
271458,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,12:42.9,9331,21,MEM,NULL,3/22/16,30:00.0,HOME,1,1,1,NULL,NULL,43.3,5900,6000,25,5900,33,45,6,8,0,0,1,1,2,12,5,1,3,2,4,10,0,1,0,26.87,9.17,40.63,27.27,23.34,1.51,6.56,19.15,13.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47.3,46.5,47.3,PF,PF,PF,NULL,NULL,NULL,NULL,28,19,NULL,NULL,NULL,46.5,,1,
271838,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,13:07.8,9341,29,PHO,NULL,3/23/16,00:00.0,AWAY,1,1,1,NULL,NULL,36.5,5900,6000,22,5900,31,10,7,14,0,1,5,5,4,11,1,1,0,4,5,-22,2,1,0,21.39,12.07,40.33,24.84,5.45,1.58,0,19.8,27.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.5,40.75,37.5,PF,PF,PF,NULL,NULL,NULL,NULL,28,21,NULL,NULL,NULL,40.75,,1,
272760,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,13:50.7,9357,20,DEN,NULL,3/25/16,30:00.0,HOME,1,1,1,NULL,NULL,49.6,6300,6000,22,6300,33,38,6,10,0,0,1,2,0,18,10,0,1,2,2,2,1,1,1,26.58,0,52.42,28.22,50.18,0,2.09,15.52,17.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.6,54.5,50.6,PF,PF,PF,NULL,NULL,NULL,NULL,28,23,NULL,NULL,NULL,54.5,,1,
273715,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,14:29.7,9372,1,WAS,NULL,3/27/16,30:00.0,HOME,1,1,1,NULL,NULL,26.9,6600,6400,22,6600,29,59,7,11,0,1,0,0,2,5,1,2,0,1,4,-7,0,0,0,20.55,6.67,22.23,13.34,7.34,3.31,0,8.33,17.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.9,27.75,28.9,PF,PF,PF,NULL,NULL,NULL,NULL,29,22,NULL,NULL,NULL,27.75,,1,
274256,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,14:50.1,9380,17,UTA,NULL,3/28/16,00:00.0,AWAY,1,1,1,NULL,NULL,2.2,6600,6400,24,6600,23,40,1,5,0,0,0,0,0,1,0,0,0,1,2,-38,0,0,0,-6.1,0,4.71,2.15,0,0,0,16.66,11.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.2,2.75,2.2,PF,PF,PF,NULL,NULL,NULL,NULL,29,25,NULL,NULL,NULL,2.75,,1,
275308,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,06:20.8,9397,4,MIA,NULL,3/30/16,30:00.0,HOME,1,1,1,NULL,NULL,35.3,6400,5800,24,6400,38,56,4,11,0,0,5,6,2,12,3,1,0,1,5,-11,1,1,0,14.29,4.53,37.12,18.32,12.94,1.37,0,6.83,16.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.3,38,36.3,PF,PF,PF,NULL,NULL,NULL,NULL,29,24,NULL,NULL,NULL,38,,1,
277286,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,16:42.9,9429,9,BOS,NULL,4/3/16,30:00.0,HOME,1,1,1,NULL,NULL,34,6500,5800,24,6500,29,57,7,11,0,0,6,8,2,8,2,0,0,1,1,0,0,1,0,29.37,6.16,28.49,16.52,12.43,0,0,6.44,21.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,36.5,34,PF,PF,PF,NULL,NULL,NULL,NULL,29,23,NULL,NULL,NULL,36.5,,1,
278016,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,17:12.5,9440,28,LAC,NULL,4/5/16,30:00.0,AWAY,1,1,1,NULL,NULL,23.4,6600,5900,24,6600,31,27,0,6,0,0,4,4,3,9,4,0,1,3,2,-30,1,0,0,5.85,8.47,39.24,20.57,23.48,0,2.63,27.88,15.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.4,25.5,24.4,PF,PF,PF,NULL,NULL,NULL,NULL,29,24,NULL,NULL,NULL,25.5,,1,
278648,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,17:33.2,9448,28,LAC,NULL,4/6/16,30:00.0,HOME,1,1,1,NULL,NULL,32.5,6600,5900,24,6600,26,41,3,11,0,0,1,2,6,14,1,1,0,2,2,-9,1,0,0,13.43,19.62,58.56,36.71,6.76,2.02,0,14.4,22.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.5,34.5,33.5,PF,PF,PF,NULL,NULL,NULL,NULL,30,24,NULL,NULL,NULL,34.5,,1,
279500,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,18:05.0,9460,23,NO,NULL,4/8/16,00:00.0,AWAY,1,1,1,NULL,NULL,21.8,6500,6000,24,6500,31,6,2,7,0,0,3,4,2,2,6,1,0,1,3,-10,0,0,0,11.59,7.01,9.35,8.01,29.95,1.65,0,10.24,14.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.8,22.5,22.8,PF,PF,PF,NULL,NULL,NULL,NULL,30,23,NULL,NULL,NULL,22.5,,1,
280134,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,18:33.6,9471,22,HOU,NULL,4/10/16,30:00.0,AWAY,1,1,1,NULL,NULL,23.4,6400,5900,24,6400,29,52,4,8,0,1,3,3,0,7,4,1,0,4,4,-19,1,0,0,11.33,0,22.95,12.78,18.59,1.59,0,30.03,19.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.4,25.75,24.4,PF,PF,PF,NULL,NULL,NULL,NULL,30,22,NULL,NULL,NULL,25.75,,1,
280818,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,19:10.1,9485,18,OKC,NULL,4/11/16,00:00.0,AWAY,1,1,1,NULL,NULL,27.6,6400,5700,24,6400,27,3,4,11,1,2,0,0,1,12,2,1,0,2,1,-28,2,0,0,12.38,3.28,41.75,21.96,22.31,1.77,0,15.38,21.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.6,29.75,28.6,PF,PF,PF,NULL,NULL,NULL,NULL,30,22,NULL,NULL,NULL,29.75,,1,
282030,PlayerGame,27,20000710,1,2016,Julius Randle,LAL,F,20:00.6,9504,17,UTA,NULL,4/13/16,30:00.0,HOME,1,1,1,NULL,NULL,17.3,6300,5300,24,6300,33,9,1,4,0,0,0,0,0,9,1,1,1,1,2,3,0,0,0,4.22,0,27.72,15.33,3.66,1.53,2.73,20,6.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.3,18.25,19.3,PF,PF,PF,NULL,NULL,NULL,NULL,30,22,NULL,NULL,NULL,18.25,,1,
304210,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9654,22,HOU,NULL,10/26/16,30:00.0,HOME,1,1,1,NULL,NULL,35.4,6300,5900,27,5900,29,11,9,11,0,1,0,1,0,7,6,0,1,2,4,-8,0,0,0,29.07,0,30.3,14.76,32.68,0,2.88,14.88,19.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.4,36.75,36.4,PF,PF,PF,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,NULL,36.75,,1,
306131,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9665,17,UTA,NULL,10/28/16,00:00.0,AWAY,1,1,1,NULL,NULL,15.3,6400,6200,27,6200,27,20,3,7,1,1,0,0,1,3,1,0,2,2,4,-9,0,0,0,6.31,3.9,11.7,7.8,6.56,0,7.02,22.22,14.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.3,17,17.3,PF,PF,PF,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,17,,1,
307458,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9680,18,OKC,NULL,10/30/16,00:00.0,AWAY,1,1,1,NULL,NULL,39.3,6200,6100,27,6100,32,0,7,10,0,1,6,9,1,8,3,3,0,2,4,-10,0,0,0,29.7,3.26,29.26,15.51,18.36,4.27,0,12.53,20.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42.3,40.75,42.3,PF,PF,PF,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,40.75,,1,
308114,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9688,13,IND,NULL,11/1/16,00:00.0,AWAY,1,1,1,NULL,NULL,20,6400,6300,27,6300,20,11,3,6,0,1,3,3,0,10,0,1,0,3,6,3,1,0,0,10.74,0,54.05,27.33,0,2.31,0,29.06,20.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,22,21,PF,PF,PF,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,22,,1,
308805,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9698,3,ATL,NULL,11/2/16,30:00.0,AWAY,1,1,1,NULL,NULL,21.2,6200,6300,27,6300,28,3,3,7,0,1,3,4,2,4,2,1,1,2,4,10,0,0,0,12.28,9.25,16.69,13.16,7.98,1.68,3.22,18.58,16.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.2,22.5,23.2,PF,PF,PF,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,22.5,,1,
309839,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9719,26,GS,NULL,11/4/16,30:00.0,HOME,1,1,1,NULL,NULL,38.8,6100,6100,27,6100,29,50,10,18,0,1,0,0,6,8,2,1,1,5,3,9,1,1,0,24.79,20.53,29.25,24.75,11.13,1.57,2.97,21.73,30.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40.8,43.5,40.8,PF,PF,PF,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,43.5,,1,
310771,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9733,29,PHO,NULL,11/6/16,30:00.0,HOME,1,1,1,NULL,NULL,31,6300,6200,27,6200,27,51,6,9,0,0,6,6,0,5,4,1,0,1,4,7,0,0,0,29.53,0,17.58,9.26,22.48,1.62,0,7.91,17.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,31.75,32,PF,PF,PF,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,31.75,,1,
311552,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9745,25,DAL,NULL,11/8/16,30:00.0,HOME,1,1,1,NULL,NULL,24.5,6300,6700,27,6700,31,4,6,12,0,0,3,4,5,5,1,1,0,6,4,-15,1,1,0,11.8,20.87,20.87,20.87,5.37,1.71,0,30.36,30.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.5,29.5,25.5,PF,PF,PF,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,29.5,,1,
312539,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9761,30,SAC,NULL,11/10/16,30:00.0,AWAY,1,1,1,NULL,NULL,32.1,6200,6800,27,6800,26,29,4,10,0,1,7,7,1,7,5,0,1,2,2,7,1,0,0,24.5,5.03,25.89,17.05,29.47,0,2.83,13.26,26.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.1,33.5,33.1,PF,PF,PF,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,33.5,,1,
313398,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9770,23,NO,NULL,11/12/16,00:00.0,AWAY,1,1,1,NULL,NULL,40.2,6300,6600,27,6600,27,33,4,11,0,0,0,0,2,9,8,2,2,1,3,17,3,0,0,21.74,8.71,32,21.53,30.95,3.67,4.97,7.69,21.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44.2,41.25,44.2,PF,PF,PF,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,41.25,,1,
313964,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9782,16,MIN,NULL,11/13/16,00:00.0,AWAY,1,1,1,NULL,NULL,23.7,6300,6400,27,6400,28,14,5,8,1,1,3,5,1,5,3,1,0,4,2,-26,0,0,0,15.26,4.25,19.76,12.29,20.81,1.75,0,32.89,25.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.7,26.5,24.7,PF,PF,PF,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,26.5,,1,
314882,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9798,8,BKN,NULL,11/15/16,30:00.0,HOME,1,1,1,NULL,NULL,45.8,6400,6600,27,6600,31,18,5,8,0,0,7,10,1,13,10,0,0,3,1,15,1,1,1,31.24,2.94,39.87,21.04,46,0,0,19.48,19.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.8,51,45.8,PF,PF,PF,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,51,,1,
316536,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9823,24,SA,NULL,11/18/16,30:00.0,HOME,1,1,1,NULL,NULL,32.3,6700,6800,27,6800,30,23,6,13,0,1,1,2,1,8,7,0,0,2,2,-10,1,0,0,17.28,3.43,38.29,17.99,37.46,0,0,12.59,22.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32.3,33.75,32.3,PF,PF,PF,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,33.75,,1,
317452,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9839,11,CHI,NULL,11/20/16,30:00.0,HOME,1,1,1,NULL,NULL,20.6,6700,6500,27,6500,25,3,6,11,0,1,2,4,0,3,2,0,1,2,3,-7,0,0,0,14.62,0,13.36,6.18,12.98,0,2.94,13.55,25.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.6,21.75,21.6,PF,PF,PF,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,21.75,,1,
318551,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9852,18,OKC,NULL,11/22/16,30:00.0,HOME,1,1,1,NULL,NULL,9,6500,6700,27,6700,20,38,1,5,1,1,0,0,0,5,4,0,0,6,1,-2,1,0,0,-7.14,0,29.07,15.5,23.45,0,0,54.54,23.9,NULL,NULL,NULL,Probable,Hip,Randle is dealing with a hip pointer but is likely to suit up against the Thunder on Tuesday.,11/22/16,9,12.75,9,PF,PF,PF,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,NULL,12.75,,1,
319221,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9864,26,GS,NULL,11/23/16,30:00.0,AWAY,1,0,0,NULL,NULL,0,6500,6900,27,6900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,Out,Hip,Randle will not be available Wednesday against the Warriors due to a hip pointer.,11/23/16,0,0,0,PF,PF,PF,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,0,,1,
320175,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,PF,40:21.5,9879,26,GS,NULL,11/25/16,30:00.0,HOME,1,0,0,NULL,NULL,0,6500,6600,27,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,Doubtful,Hip,Randle sat out the previous game due to a hip pointer and is not expected to suit up Friday against the Warriors.,11/25/16,0,0,0,PF,PF,PF,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL,NULL,0,,1,
321019,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,PF,40:21.5,9893,3,ATL,NULL,11/27/16,30:00.0,HOME,1,0,0,NULL,NULL,0,6500,6600,27,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,Out,Hip,Randle has sat out the previous two games due to a hip pointer and will not play Sunday against the Hawks.,11/27/16,0,0,0,PF,PF,PF,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,NULL,0,,1,
322069,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9903,23,NO,NULL,11/29/16,00:00.0,AWAY,1,1,1,NULL,NULL,26.5,6500,6600,27,6600,21,35,6,9,0,1,0,2,0,10,3,0,0,2,3,-17,0,1,0,20.82,0,43.6,22.01,28.2,0,0,16.83,24.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.5,29.5,26.5,PF,PF,PF,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,29.5,,1,
325351,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9910,11,CHI,NULL,11/30/16,00:00.0,AWAY,1,1,1,NULL,NULL,39,6500,6600,27,6600,30,53,4,13,0,0,5,8,9,11,2,2,0,5,4,-5,2,1,0,16.78,27.97,30.52,29.32,11.6,3.06,0,23.23,27.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,44,41,PF,PF,PF,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,44,,1,
326247,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9926,10,TOR,NULL,12/2/16,30:00.0,AWAY,1,1,1,NULL,NULL,17.6,6600,6800,27,6800,22,13,4,8,0,0,0,0,2,6,2,0,1,5,3,-12,2,0,0,6.34,7.71,38.12,19.2,18.49,0,4,38.46,24.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.6,20.5,18.6,PF,PF,PF,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,NULL,20.5,,1,
326902,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9936,21,MEM,NULL,12/3/16,00:00.0,AWAY,1,1,1,NULL,NULL,15.2,6600,6500,27,6500,29,20,3,8,0,1,0,3,2,4,2,0,0,1,5,-10,2,0,0,2.32,7.61,14.87,11.28,10.87,0,0,9.68,15.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.2,16,15.2,PF,PF,PF,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,NULL,16,,1,
327893,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9955,17,UTA,NULL,12/5/16,30:00.0,HOME,1,1,1,NULL,NULL,29.7,6100,6000,27,6000,36,47,5,12,0,0,1,2,4,7,1,2,0,0,4,-8,2,1,0,14.01,12.13,23.42,17.5,4.01,2.91,0,0,15.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.7,31.75,31.7,PF,PF,PF,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,31.75,,1,
328717,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9966,22,HOU,NULL,12/7/16,00:00.0,AWAY,1,1,1,NULL,NULL,31.5,6100,6000,27,6000,28,38,9,19,0,1,3,4,5,5,1,0,0,3,2,-18,0,1,0,21.29,16.43,20.95,18.42,8.86,0,0,12.62,31.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31.5,35,31.5,PF,PF,PF,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,35,,1,
329799,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,9985,29,PHO,NULL,12/9/16,30:00.0,HOME,1,1,1,NULL,NULL,28.3,6400,6000,27,6000,33,25,4,11,0,2,6,7,1,8,5,1,0,6,5,-2,3,0,0,9.13,3.19,23.94,13.9,20.96,1.4,0,29.88,24.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.3,31.75,29.3,PF,PF,PF,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,31.75,,1,
330749,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,10001,6,NY,NULL,12/11/16,30:00.0,HOME,1,1,1,NULL,NULL,34,6400,6200,27,6200,33,48,7,12,0,0,3,4,2,8,4,0,0,1,4,-1,3,1,0,21.83,6.31,28.4,16.7,17.71,0,0,6.77,18.76,NULL,NULL,NULL,Probable,Hip,Randle has a hip injury but is expected to play Sunday against the Knicks.,12/11/16,34,36.5,34,PF,PF/C,PF,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,36.5,,1,
331106,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,10008,30,SAC,NULL,12/12/16,30:00.0,AWAY,1,1,1,NULL,NULL,11.6,6400,6300,27,6300,28,17,1,7,0,1,0,0,4,4,0,1,0,2,4,-18,2,0,0,-1.98,13.31,19.39,15.78,0,1.76,0,22.22,13.6,NULL,NULL,NULL,Probable,Hip,Randle is expected to play Monday against the Kings despite a hip injury.,12/12/16,12.6,13,12.6,PF,PF/C,PF,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,13,,1,
332134,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,10019,8,BKN,NULL,12/14/16,30:00.0,AWAY,1,1,1,NULL,NULL,19.5,6400,5900,27,5900,31,9,2,8,0,0,2,5,1,9,1,0,0,0,5,-7,1,0,0,2.9,2.56,27.73,14,4.82,0,0,0,13.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19.5,20,19.5,PF,PF/C,PF,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL,20,,1,
333250,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,10037,7,PHI,NULL,12/16/16,00:00.0,AWAY,1,1,1,NULL,NULL,42.8,6200,6000,27,6000,33,10,10,13,0,0,5,6,1,8,4,3,0,5,4,13,0,0,0,32.4,3.61,21.44,13.85,26.89,4.44,0,24.22,27.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.8,45.75,45.8,PF,PF/C,PF,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,45.75,,1,
333475,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,10043,12,CLE,NULL,12/17/16,30:00.0,AWAY,1,1,1,NULL,NULL,26.3,6200,5900,27,5900,28,29,8,15,0,0,0,1,1,3,7,0,0,5,1,-3,1,0,0,15.17,3.94,12.12,7.98,43.32,0,0,24.46,33.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.3,29,26.3,PF,PF/C,PF,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,29,,1,
334620,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,10060,2,CHA,NULL,12/20/16,00:00.0,AWAY,1,1,1,NULL,NULL,28.2,6300,5800,25,5800,31,20,4,12,0,0,0,0,1,5,4,0,5,3,5,-12,0,0,0,7.33,4.03,16.65,10.94,16.17,0,11.1,20,21.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.2,30,33.2,PF,PF/C,PF,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,30,,1,
335741,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,10078,4,MIA,NULL,12/22/16,00:00.0,AWAY,1,0,0,NULL,NULL,0,6300,5800,25,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,Questionable,Personal,Randle is away from the team as he tends to a personal matter and it is unclear if he will suit up Friday against the Magic.,12/23/16,0,0,0,PF,PF/C,PF,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,0,,1,
336152,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,PF,40:21.5,10083,5,ORL,NULL,12/23/16,00:00.0,AWAY,1,0,0,NULL,NULL,0,6300,5800,25,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,Probable,Personal,Randle is away from the team as he tends to a personal matter but is expected to return for Sunday's game against the Clippers.,12/23/16,0,0,0,PF,PF/C,PF,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,0,,1,
337063,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,10101,28,LAC,NULL,12/25/16,30:00.0,HOME,1,1,1,NULL,NULL,37.4,6200,5700,22,5700,31,12,5,11,0,1,3,4,2,5,8,2,0,0,4,12,0,0,0,25.1,6.83,17.09,11.96,38.09,3.19,0,0,17.81,NULL,NULL,NULL,Probable,Personal,Randle is away from the team as he tends to a personal matter but is expected to return for Sunday's game against the Clippers.,12/23/16,39.4,37.75,39.4,PF,PF/C,PF,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,37.75,,1,
338026,PlayerGame,27,20000710,1,2017,Julius Randle,LAL,F,40:21.5,10116,17,UTA,NULL,12/27/16,30:00.0,HOME,1,1,1,NULL,NULL,43.9,6100,5800,25,5800,31,5,9,12,1,1,6,8,6,6,3,1,0,2,2,-8,0,1,0,41.41,23.16,23.75,23.45,18.45,1.73,0,11.41,25.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44.9,47.5,44.9,PF,PF/C,PF,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,47.5,,1,
